gID	Description	MMETSP_ID	KeggID	Kegg Definition	Module Definition	Submodule1
Skcos4129	CAMNT_0000275431	MMETSP0013_2-20120614|11085 	K02326	POLE3; DNA polymerase epsilon subunit 3 [EC:2.7.7.7]	DNA polymerase epsilon complex [PATH:map03030] [BR:ko03032 ko03400]	DNA polymerase
Skcos6987	CAMNT_0000287493	MMETSP0013_2-20120614|17116 	K02326	POLE3; DNA polymerase epsilon subunit 3 [EC:2.7.7.7]	DNA polymerase epsilon complex [PATH:map03030] [BR:ko03032 ko03400]	DNA polymerase
Skcos24724	CAMNT_0000300887	MMETSP0013_2-20120614|23813 	K02326	POLE3; DNA polymerase epsilon subunit 3 [EC:2.7.7.7]	DNA polymerase epsilon complex [PATH:map03030] [BR:ko03032 ko03400]	DNA polymerase
Throt5279	Locus4370v1rpkm23.44		K00845	glk; glucokinase [EC:2.7.1.2]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate [PATH:map01200 map00010]	Central carbohydrate metabolism
Throt5279	Locus4370v1rpkm23.44		K00845	glk; glucokinase [EC:2.7.1.2]	Nucleotide sugar biosynthesis, glucose => UDP-glucose [PATH:map00520]	Sugar metabolism
Skcos9520	CAMNT_0000264703	MMETSP0013_2-20120614|5721 	K00845	glk; glucokinase [EC:2.7.1.2]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate [PATH:map01200 map00010]	Central carbohydrate metabolism
Skcos9520	CAMNT_0000264703	MMETSP0013_2-20120614|5721 	K00845	glk; glucokinase [EC:2.7.1.2]	Nucleotide sugar biosynthesis, glucose => UDP-glucose [PATH:map00520]	Sugar metabolism
Throt5287	Locus4377v1rpkm23.40		K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine [PATH:map01210 map01230 map00290]	Branched-chain amino acid metabolism
Throt5287	Locus4377v1rpkm23.40		K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine [PATH:map01230 map00290]	Branched-chain amino acid metabolism
Throt5287	Locus4377v1rpkm23.40		K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	Leucine degradation, leucine => acetoacetate + acetyl-CoA [PATH:map00280]	Branched-chain amino acid metabolism
Throt5287	Locus4377v1rpkm23.40		K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map00770]	Cofactor and vitamin biosynthesis
Throt5544	Locus4591v1rpkm22.57		K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine [PATH:map01210 map01230 map00290]	Branched-chain amino acid metabolism
Throt5544	Locus4591v1rpkm22.57		K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine [PATH:map01230 map00290]	Branched-chain amino acid metabolism
Throt5544	Locus4591v1rpkm22.57		K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	Leucine degradation, leucine => acetoacetate + acetyl-CoA [PATH:map00280]	Branched-chain amino acid metabolism
Throt5544	Locus4591v1rpkm22.57		K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map00770]	Cofactor and vitamin biosynthesis
Throt6358	Locus5247v1rpkm19.89		K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine [PATH:map01210 map01230 map00290]	Branched-chain amino acid metabolism
Throt6358	Locus5247v1rpkm19.89		K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine [PATH:map01230 map00290]	Branched-chain amino acid metabolism
Throt6358	Locus5247v1rpkm19.89		K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	Leucine degradation, leucine => acetoacetate + acetyl-CoA [PATH:map00280]	Branched-chain amino acid metabolism
Throt6358	Locus5247v1rpkm19.89		K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map00770]	Cofactor and vitamin biosynthesis
Skcos10343	CAMNT_0000263153	MMETSP0013_2-20120614|4946 	K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine [PATH:map01210 map01230 map00290]	Branched-chain amino acid metabolism
Skcos10343	CAMNT_0000263153	MMETSP0013_2-20120614|4946 	K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine [PATH:map01230 map00290]	Branched-chain amino acid metabolism
Skcos10343	CAMNT_0000263153	MMETSP0013_2-20120614|4946 	K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	Leucine degradation, leucine => acetoacetate + acetyl-CoA [PATH:map00280]	Branched-chain amino acid metabolism
Skcos10343	CAMNT_0000263153	MMETSP0013_2-20120614|4946 	K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map00770]	Cofactor and vitamin biosynthesis
Skcos16722	CAMNT_0000289955	MMETSP0013_2-20120614|18347 	K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine [PATH:map01210 map01230 map00290]	Branched-chain amino acid metabolism
Skcos16722	CAMNT_0000289955	MMETSP0013_2-20120614|18347 	K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine [PATH:map01230 map00290]	Branched-chain amino acid metabolism
Skcos16722	CAMNT_0000289955	MMETSP0013_2-20120614|18347 	K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	Leucine degradation, leucine => acetoacetate + acetyl-CoA [PATH:map00280]	Branched-chain amino acid metabolism
Skcos16722	CAMNT_0000289955	MMETSP0013_2-20120614|18347 	K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map00770]	Cofactor and vitamin biosynthesis
Skcos17224	CAMNT_0000299503	MMETSP0013_2-20120614|23121 	K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine [PATH:map01210 map01230 map00290]	Branched-chain amino acid metabolism
Skcos17224	CAMNT_0000299503	MMETSP0013_2-20120614|23121 	K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine [PATH:map01230 map00290]	Branched-chain amino acid metabolism
Skcos17224	CAMNT_0000299503	MMETSP0013_2-20120614|23121 	K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	Leucine degradation, leucine => acetoacetate + acetyl-CoA [PATH:map00280]	Branched-chain amino acid metabolism
Skcos17224	CAMNT_0000299503	MMETSP0013_2-20120614|23121 	K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map00770]	Cofactor and vitamin biosynthesis
Throt5288	Locus4378v1rpkm23.40		K11087	SNRPD1, SMD1; small nuclear ribonucleoprotein D1	Spliceosome, U1-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Throt5288	Locus4378v1rpkm23.40		K11087	SNRPD1, SMD1; small nuclear ribonucleoprotein D1	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Throt5288	Locus4378v1rpkm23.40		K11087	SNRPD1, SMD1; small nuclear ribonucleoprotein D1	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Throt5288	Locus4378v1rpkm23.40		K11087	SNRPD1, SMD1; small nuclear ribonucleoprotein D1	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Throt5288	Locus4378v1rpkm23.40		K11087	SNRPD1, SMD1; small nuclear ribonucleoprotein D1	Sm core complex [PATH:map03040] [BR:ko03032 ko03041]	Spliceosome
Skcos4612	CAMNT_0000276301	MMETSP0013_2-20120614|11520 	K11087	SNRPD1, SMD1; small nuclear ribonucleoprotein D1	Spliceosome, U1-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Skcos4612	CAMNT_0000276301	MMETSP0013_2-20120614|11520 	K11087	SNRPD1, SMD1; small nuclear ribonucleoprotein D1	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Skcos4612	CAMNT_0000276301	MMETSP0013_2-20120614|11520 	K11087	SNRPD1, SMD1; small nuclear ribonucleoprotein D1	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Skcos4612	CAMNT_0000276301	MMETSP0013_2-20120614|11520 	K11087	SNRPD1, SMD1; small nuclear ribonucleoprotein D1	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Skcos4612	CAMNT_0000276301	MMETSP0013_2-20120614|11520 	K11087	SNRPD1, SMD1; small nuclear ribonucleoprotein D1	Sm core complex [PATH:map03040] [BR:ko03032 ko03041]	Spliceosome
Throt5314	Locus4399v1rpkm23.32		K00630	ATS1; glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]	Triacylglycerol biosynthesis [PATH:map00561]	Lipid metabolism
Skcos12	CAMNT_0000279019	MMETSP0013_2-20120614|12879 	K00630	ATS1; glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]	Triacylglycerol biosynthesis [PATH:map00561]	Lipid metabolism
Skcos12562	CAMNT_0000313277	MMETSP0013_2-20120614|30008 	K00630	ATS1; glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]	Triacylglycerol biosynthesis [PATH:map00561]	Lipid metabolism
Throt5378	Locus4455v1rpkm23.09		K02940	RP-L9e, RPL9; large subunit ribosomal protein L9e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Throt5379	Locus4455v2rpkm7.13		K02940	RP-L9e, RPL9; large subunit ribosomal protein L9e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Throt15715	Locus12405v1rpkm7.60		K02940	RP-L9e, RPL9; large subunit ribosomal protein L9e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Skcos11918	CAMNT_0000260055	MMETSP0013_2-20120614|3397 	K02940	RP-L9e, RPL9; large subunit ribosomal protein L9e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Throt5382	Locus4458v1rpkm23.09		K02895	RP-L24, MRPL24, rplX; large subunit ribosomal protein L24	Ribosome, bacteria [PATH:map03010] [BR:ko03011]	Ribosome
Throt5382	Locus4458v1rpkm23.09		K02895	RP-L24, MRPL24, rplX; large subunit ribosomal protein L24	Ribosome, archaea [PATH:map03010] [BR:ko03011]	Ribosome
Skcos909	CAMNT_0000276961	MMETSP0013_2-20120614|11850 	K02895	RP-L24, MRPL24, rplX; large subunit ribosomal protein L24	Ribosome, bacteria [PATH:map03010] [BR:ko03011]	Ribosome
Skcos909	CAMNT_0000276961	MMETSP0013_2-20120614|11850 	K02895	RP-L24, MRPL24, rplX; large subunit ribosomal protein L24	Ribosome, archaea [PATH:map03010] [BR:ko03011]	Ribosome
Throt5429	Locus4494v1rpkm22.95		K11808	ADE2; phosphoribosylaminoimidazole carboxylase [EC:4.1.1.21]	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP [PATH:map00230]	Purine metabolism
Throt5430	Locus4494v2rpkm2.85		K11808	ADE2; phosphoribosylaminoimidazole carboxylase [EC:4.1.1.21]	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP [PATH:map00230]	Purine metabolism
Skcos2722	CAMNT_0000271655	MMETSP0013_2-20120614|9197 	K11808	ADE2; phosphoribosylaminoimidazole carboxylase [EC:4.1.1.21]	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP [PATH:map00230]	Purine metabolism
Throt5440	Locus4501v1rpkm22.93		K01626	E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate [PATH:map01230 map00400]	Aromatic amino acid metabolism
Throt5441	Locus4501v2rpkm7.45		K01626	E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate [PATH:map01230 map00400]	Aromatic amino acid metabolism
Throt7679	Locus6311v1rpkm16.56		K01626	E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate [PATH:map01230 map00400]	Aromatic amino acid metabolism
Skcos25252	CAMNT_0000303419	MMETSP0013_2-20120614|25079 	K01626	E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate [PATH:map01230 map00400]	Aromatic amino acid metabolism
Throt5448	Locus4506v1rpkm22.91		K01649	leuA; 2-isopropylmalate synthase [EC:2.3.3.13]	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate [PATH:map01210 map01230 map00290]	Branched-chain amino acid metabolism
Throt15200	Locus12016v1rpkm7.94		K01649	leuA; 2-isopropylmalate synthase [EC:2.3.3.13]	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate [PATH:map01210 map01230 map00290]	Branched-chain amino acid metabolism
Skcos5605	CAMNT_0000278987	MMETSP0013_2-20120614|12863 	K01649	leuA; 2-isopropylmalate synthase [EC:2.3.3.13]	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate [PATH:map01210 map01230 map00290]	Branched-chain amino acid metabolism
Skcos10845	CAMNT_0000266033	MMETSP0013_2-20120614|6386 	K01649	leuA; 2-isopropylmalate synthase [EC:2.3.3.13]	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate [PATH:map01210 map01230 map00290]	Branched-chain amino acid metabolism
Throt5466	Locus4522v1rpkm22.85		K00088	guaB; IMP dehydrogenase [EC:1.1.1.205]	Guanine ribonucleotide biosynthesis IMP => GDP,GTP [PATH:map00230]	Purine metabolism
Skcos11259	CAMNT_0000265673	MMETSP0013_2-20120614|6206 	K00088	guaB; IMP dehydrogenase [EC:1.1.1.205]	Guanine ribonucleotide biosynthesis IMP => GDP,GTP [PATH:map00230]	Purine metabolism
Throt5475	Locus4529v1rpkm22.81		K12194	CHMP4, SNF7, VPS32; charged multivesicular body protein 4	ESCRT-III complex [PATH:map04144]	Protein processing
Skcos6318	CAMNT_0000272087	MMETSP0013_2-20120614|9413 	K12194	CHMP4, SNF7, VPS32; charged multivesicular body protein 4	ESCRT-III complex [PATH:map04144]	Protein processing
Throt5479	Locus4533v1rpkm22.80		K01244	MTN; 5'-methylthioadenosine nucleosidase [EC:3.2.2.16]	Methionine salvage pathway [PATH:map00270]	Cysteine and methionine metabolism
Skcos21354	CAMNT_0000313041	MMETSP0013_2-20120614|29890 	K01244	MTN; 5'-methylthioadenosine nucleosidase [EC:3.2.2.16]	Methionine salvage pathway [PATH:map00270]	Cysteine and methionine metabolism
Throt5488	Locus4542v1rpkm22.75		K11519	DERL1; Derlin-1	HRD1/SEL1 ERAD complex [PATH:map04141]	Protein processing
Skcos777	CAMNT_0000272007	MMETSP0013_2-20120614|9373 	K11519	DERL1; Derlin-1	HRD1/SEL1 ERAD complex [PATH:map04141]	Protein processing
Throt5535	Locus4585v1rpkm22.59		K02151	ATPeV1F, ATP6S14; V-type H+-transporting ATPase subunit F	V-type ATPase, eukaryotes [PATH:map00190]	ATP synthesis
Skcos12451	CAMNT_0000263861	MMETSP0013_2-20120614|5300 	K02151	ATPeV1F, ATP6S14; V-type H+-transporting ATPase subunit F	V-type ATPase, eukaryotes [PATH:map00190]	ATP synthesis
Throt5537	Locus4586v1rpkm22.59		K10808	RRM2; ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]	Pyrimidine metabolism
Throt12008	Locus9606v1rpkm10.50		K10808	RRM2; ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]	Pyrimidine metabolism
Throt14565	Locus11553v1rpkm8.39		K10808	RRM2; ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]	Pyrimidine metabolism
Skcos2381	CAMNT_0000276989	MMETSP0013_2-20120614|11864 	K10808	RRM2; ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]	Pyrimidine metabolism
Skcos12645	CAMNT_0000255157	MMETSP0013_2-20120614|948 	K10808	RRM2; ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]	Pyrimidine metabolism
Throt5547	Locus4593v1rpkm22.57		K12184	VPS28; ESCRT-I complex subunit VPS28	ESCRT-I complex [PATH:map04144]	Protein processing
Skcos12851	CAMNT_0000262323	MMETSP0013_2-20120614|4531 	K12184	VPS28; ESCRT-I complex subunit VPS28	ESCRT-I complex [PATH:map04144]	Protein processing
Throt5573	Locus4613v1rpkm22.46		K03872	TCEB1; transcription elongation factor B, polypeptide 1	ECV complex [PATH:map04120 map05211] [BR:ko04121]	Ubiquitin system
Throt5573	Locus4613v1rpkm22.46		K03872	TCEB1; transcription elongation factor B, polypeptide 1	ECS complex [PATH:map04120] [BR:ko04121]	Ubiquitin system
Skcos976	CAMNT_0000280447	MMETSP0013_2-20120614|13593 	K03872	TCEB1; transcription elongation factor B, polypeptide 1	ECV complex [PATH:map04120 map05211] [BR:ko04121]	Ubiquitin system
Skcos976	CAMNT_0000280447	MMETSP0013_2-20120614|13593 	K03872	TCEB1; transcription elongation factor B, polypeptide 1	ECS complex [PATH:map04120] [BR:ko04121]	Ubiquitin system
Throt5578	Locus4618v1rpkm22.45		K03066	PSMC5, RPT6; 26S proteasome regulatory subunit T6	Proteasome, 19S regulatory particle (PA700) [PATH:map03050] [BR:ko03051]	Proteasome
Skcos1536	CAMNT_0000282103	MMETSP0013_2-20120614|14421 	K03066	PSMC5, RPT6; 26S proteasome regulatory subunit T6	Proteasome, 19S regulatory particle (PA700) [PATH:map03050] [BR:ko03051]	Proteasome
Throt5636	Locus4663v1rpkm22.25		K13137	STRAP, UNRIP; serine-threonine kinase receptor-associated protein	Survival motor neuron (SMN) complex [PATH:map03013] [BR:ko03041]	RNA processing
Skcos18577	CAMNT_0000329085	MMETSP0013_2-20120614|37912 	K13137	STRAP, UNRIP; serine-threonine kinase receptor-associated protein	Survival motor neuron (SMN) complex [PATH:map03013] [BR:ko03041]	RNA processing
Throt5654	Locus4678v1rpkm22.17		K03106	SRP54, ffh; signal recognition particle subunit SRP54	Sec (secretion) system [PATH:map03070] [BR:ko02044]	Bacterial secretion system
Throt13248	Locus10555v1rpkm9.40		K03106	SRP54, ffh; signal recognition particle subunit SRP54	Sec (secretion) system [PATH:map03070] [BR:ko02044]	Bacterial secretion system
Skcos11245	CAMNT_0000265755	MMETSP0013_2-20120614|6247 	K03106	SRP54, ffh; signal recognition particle subunit SRP54	Sec (secretion) system [PATH:map03070] [BR:ko02044]	Bacterial secretion system
Skcos21642	CAMNT_0000308935	MMETSP0013_2-20120614|27837 	K03106	SRP54, ffh; signal recognition particle subunit SRP54	Sec (secretion) system [PATH:map03070] [BR:ko02044]	Bacterial secretion system
Throt5677	Locus4696v1rpkm22.10		K03037	PSMD6, RPN7; 26S proteasome regulatory subunit N7	Proteasome, 19S regulatory particle (PA700) [PATH:map03050] [BR:ko03051]	Proteasome
Skcos23252	CAMNT_0000301321	MMETSP0013_2-20120614|24030 	K03037	PSMD6, RPN7; 26S proteasome regulatory subunit N7	Proteasome, 19S regulatory particle (PA700) [PATH:map03050] [BR:ko03051]	Proteasome
Throt5716	Locus4726v1rpkm21.94		K09838	ZEP, ABA1; zeaxanthin epoxidase [EC:1.14.13.90]	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map00906]	Other terpenoid biosynthesis
Throt12360	Locus9887v1rpkm10.16		K09838	ZEP, ABA1; zeaxanthin epoxidase [EC:1.14.13.90]	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map00906]	Other terpenoid biosynthesis
Throt13122	Locus10454v1rpkm9.52		K09838	ZEP, ABA1; zeaxanthin epoxidase [EC:1.14.13.90]	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map00906]	Other terpenoid biosynthesis
Throt16801	Locus13254v1rpkm6.84		K09838	ZEP, ABA1; zeaxanthin epoxidase [EC:1.14.13.90]	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map00906]	Other terpenoid biosynthesis
Skcos1796	CAMNT_0000273729	MMETSP0013_2-20120614|10234 	K09838	ZEP, ABA1; zeaxanthin epoxidase [EC:1.14.13.90]	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map00906]	Other terpenoid biosynthesis
Skcos6268	CAMNT_0000269995	MMETSP0013_2-20120614|8367 	K09838	ZEP, ABA1; zeaxanthin epoxidase [EC:1.14.13.90]	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map00906]	Other terpenoid biosynthesis
Skcos7223	CAMNT_0000272625	MMETSP0013_2-20120614|9682 	K09838	ZEP, ABA1; zeaxanthin epoxidase [EC:1.14.13.90]	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map00906]	Other terpenoid biosynthesis
Throt5769	Locus4771v1rpkm21.72		K14674	TGL4; TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]	Triacylglycerol biosynthesis [PATH:map00561]	Lipid metabolism
Throt5769	Locus4771v1rpkm21.72		K14674	TGL4; TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]	Acylglycerol degradation [PATH:map00561]	Lipid metabolism
Skcos22549	CAMNT_0000311847	MMETSP0013_2-20120614|29293 	K14674	TGL4; TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]	Triacylglycerol biosynthesis [PATH:map00561]	Lipid metabolism
Skcos22549	CAMNT_0000311847	MMETSP0013_2-20120614|29293 	K14674	TGL4; TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]	Acylglycerol degradation [PATH:map00561]	Lipid metabolism
Throt5791	Locus4791v1rpkm21.67		K00366	nirA; ferredoxin-nitrite reductase [EC:1.7.7.1]	Assimilatory nitrate reduction, nitrate => ammonia [PATH:map00910]	Nitrogen metabolism
Skcos17965	CAMNT_0000294447	MMETSP0013_2-20120614|20593 	K00366	nirA; ferredoxin-nitrite reductase [EC:1.7.7.1]	Assimilatory nitrate reduction, nitrate => ammonia [PATH:map00910]	Nitrogen metabolism
